"gender","age","counts_pictures","counts_profileVisits","counts_kisses","flirtInterests_chat","flirtInterests_friends","flirtInterests_date","connectedToFacebook","isVIP","isVerified","lang_count","lang_fr","lang_en","lang_de","lang_it","lang_es","lang_pt","countDetails","freshman","hasBirthday","highlighted"
FALSE,22,3,17888,777,"true","true","true","false","false","false",5,"true","true","false","false","true","true",1,"false","false","false"
FALSE,23,5,1448,40,"true","false","false","false","false","true",1,"true","false","false","false","false","false",0.959999978542328,"false","false","false"
FALSE,20,22,2392,29,"false","true","false","false","false","false",1,"false","false","false","true","false","false",0.730000019073486,"false","false","false"
FALSE,24,6,3075,131,"true","true","true","false","false","true",1,"false","false","true","false","false","false",0.9200000166893,"false","false","false"
FALSE,23,5,9125,679,"true","false","false","false","false","true",3,"false","true","true","false","false","false",0.730000019073486,"false","false","false"
FALSE,19,4,3705,50,"true","true","false","false","false","true",1,"false","false","true","false","false","false",0.879999995231628,"false","false","false"
FALSE,19,1,1378,43,"true","true","true","false","false","false",1,"true","false","false","false","false","false",0.810000002384186,"false","false","false"
FALSE,24,3,632,36,"true","true","false","false","false","false",1,"true","false","false","false","false","false",0.189999997615814,"false","false","false"
FALSE,23,3,510,13,"false","true","false","false","false","false",1,"true","false","false","false","false","false",1,"false","false","false"
FALSE,20,11,5374,137,"false","true","true","false","false","false",1,"false","false","true","false","false","false",0.850000023841858,"false","false","false"
FALSE,19,29,7312,121,"false","true","false","false","false","false",1,"false","false","true","false","false","false",0.620000004768372,"false","false","false"
FALSE,24,7,12287,307,"true","false","false","false","false","false",1,"false","false","true","false","false","false",0.769999980926514,"false","false","false"
FALSE,26,1,475,101,"false","false","true","false","false","false",1,"false","false","true","false","false","false",1,"false","false","false"
FALSE,23,4,9206,363,"false","true","true","false","false","false",1,"false","false","true","false","false","false",0.810000002384186,"false","false","false"
FALSE,25,11,4139,104,"true","true","true","false","false","true",1,"true","false","false","false","false","false",1,"false","false","false"
FALSE,20,1,1916,63,"true","false","false","false","false","false",1,"false","false","true","false","false","false",0.649999976158142,"false","false","false"
FALSE,20,2,3573,37,"true","true","true","false","false","false",1,"false","false","true","false","false","false",0.5799999833107,"false","false","false"
FALSE,24,8,1815,41,"true","true","true","false","false","true",1,"false","false","false","true","false","false",0.850000023841858,"false","false","false"
FALSE,20,5,4413,62,"true","true","false","false","false","true",1,"true","false","false","false","false","false",0.959999978542328,"false","false","true"
FALSE,20,12,1068,34,"true","true","false","false","true","false",1,"true","false","false","false","false","false",0.959999978542328,"false","false","false"
FALSE,19,1,5520,156,"true","false","false","false","false","false",1,"false","false","true","false","false","false",0.620000004768372,"false","true","false"
FALSE,19,6,9112,200,"true","true","false","false","false","false",1,"true","false","false","false","false","false",0.730000019073486,"false","false","false"
FALSE,24,15,16303,1613,"false","true","false","false","false","false",1,"true","false","false","false","false","false",0.5799999833107,"false","false","false"
FALSE,22,7,4405,144,"true","false","true","false","false","true",3,"false","true","true","false","false","false",0.879999995231628,"false","false","false"
FALSE,24,6,4083,102,"true","true","true","false","false","false",1,"false","false","false","true","false","false",0.230000004172325,"false","false","false"
FALSE,22,3,2365,98,"true","true","false","false","false","false",1,"true","false","false","false","false","false",0.540000021457672,"false","false","false"
FALSE,25,3,19876,583,"true","true","false","false","false","false",1,"false","false","true","false","false","false",0.5,"false","false","false"
FALSE,23,2,4130,139,"true","true","false","false","false","false",1,"true","false","false","false","false","false",0.689999997615814,"false","false","false"
FALSE,21,22,5094,93,"true","true","false","false","false","false",2,"true","false","false","false","true","false",1,"false","false","false"
FALSE,20,8,9367,342,"false","false","true","false","false","false",1,"false","false","true","false","false","false",0.959999978542328,"false","false","false"
FALSE,20,9,5616,81,"true","true","true","false","false","true",1,"false","false","true","false","false","false",1,"false","false","false"
FALSE,24,5,3595,121,"false","true","false","false","true","false",1,"false","false","true","false","false","false",0.850000023841858,"false","false","false"
FALSE,24,2,4926,116,"false","true","false","false","false","false",1,"false","false","false","true","false","false",0.46000000834465,"false","false","false"
FALSE,20,6,3059,69,"true","false","false","false","false","false",1,"false","false","false","true","false","false",0.379999995231628,"false","false","false"
FALSE,21,13,13544,233,"true","true","true","false","false","false",1,"false","false","true","false","false","false",0.769999980926514,"false","false","false"
FALSE,24,9,23192,1224,"true","true","false","false","false","true",1,"false","false","true","false","false","false",1,"false","false","false"
FALSE,24,7,3884,111,"false","true","false","false","false","false",1,"false","false","true","false","false","false",0,"false","false","false"
FALSE,24,6,2257,23,"false","true","false","false","false","true",1,"false","false","true","false","false","false",0.879999995231628,"false","false","false"
FALSE,25,29,14147,529,"true","true","false","false","false","true",1,"false","false","true","false","false","false",0.879999995231628,"false","false","false"
FALSE,19,7,23948,876,"false","false","false","false","false","false",1,"false","false","true","false","false","false",0.5,"false","false","false"
FALSE,19,5,5723,282,"true","true","false","false","false","false",1,"true","false","false","false","false","false",0.310000002384186,"false","false","false"
FALSE,21,17,12314,896,"true","true","false","false","false","false",1,"true","false","false","false","false","false",0.620000004768372,"false","false","false"
FALSE,20,5,27206,1902,"false","false","true","false","false","true",1,"false","false","true","false","false","false",0.419999986886978,"false","false","false"
FALSE,26,0,622,35,"false","true","false","false","false","false",1,"true","false","false","false","false","false",0.850000023841858,"false","false","false"
FALSE,21,2,443,22,"true","true","false","false","false","false",1,"true","false","false","false","false","false",0,"false","false","false"
FALSE,23,8,7026,289,"false","true","false","false","false","false",1,"false","false","true","false","false","false",0.620000004768372,"false","false","false"
FALSE,20,6,1624,123,"true","true","true","false","false","false",1,"true","false","false","false","false","false",1,"false","false","false"
FALSE,23,8,13966,455,"false","true","false","false","false","true",1,"false","false","true","false","false","false",0.850000023841858,"false","false","false"
FALSE,19,7,918,63,"false","true","false","false","false","false",1,"true","false","false","false","false","false",0.9200000166893,"false","false","false"
FALSE,19,6,333,8,"true","false","false","false","false","false",1,"false","false","false","true","false","false",1,"false","false","false"
FALSE,23,6,7718,531,"true","false","false","false","false","true",1,"true","false","false","false","false","false",0.730000019073486,"false","false","false"
FALSE,25,14,4485,84,"true","true","true","false","false","false",1,"false","false","true","false","false","false",0.850000023841858,"false","false","false"
FALSE,24,6,6132,127,"false","true","false","false","true","true",1,"false","false","true","false","false","false",0.730000019073486,"false","false","false"
FALSE,22,4,13434,646,"false","true","false","false","false","true",1,"false","false","true","false","false","false",0.879999995231628,"false","false","true"
FALSE,20,5,11861,288,"false","false","false","false","false","false",1,"true","false","false","false","false","false",0.189999997615814,"false","false","false"
FALSE,21,5,4346,343,"false","true","false","false","false","false",1,"true","false","false","false","false","false",0.810000002384186,"false","false","false"
FALSE,21,25,22696,713,"true","true","true","false","false","true",1,"false","false","true","false","false","false",0.959999978542328,"false","false","false"
FALSE,20,12,7259,230,"true","true","true","false","false","true",1,"true","false","false","false","false","false",0.959999978542328,"false","false","false"
FALSE,19,6,2924,116,"true","false","false","false","false","false",1,"true","false","false","false","false","false",0.9200000166893,"false","false","false"
FALSE,21,6,4650,54,"false","true","true","false","false","true",3,"false","true","true","false","false","false",0.600000023841858,"false","false","false"
FALSE,19,4,7081,126,"true","true","true","false","false","false",1,"false","false","true","false","false","false",0.379999995231628,"false","false","false"
FALSE,20,5,476,23,"true","false","false","false","false","false",1,"true","false","false","false","false","false",0.649999976158142,"false","false","false"
FALSE,25,0,189,2,"true","false","true","false","true","false",1,"false","false","true","false","false","false",0.620000004768372,"false","false","false"
FALSE,22,10,6684,141,"false","true","false","false","false","true",1,"false","false","true","false","false","false",0.769999980926514,"false","false","false"
FALSE,20,6,11006,320,"true","true","false","false","false","false",1,"true","false","false","false","false","false",0.879999995231628,"false","false","false"
FALSE,19,6,10213,309,"true","false","false","false","false","false",1,"false","false","true","false","false","false",0.810000002384186,"false","false","false"
FALSE,20,3,5236,257,"true","true","false","false","false","false",1,"true","false","false","false","false","false",0.5,"false","false","false"
FALSE,24,26,16834,437,"true","true","false","false","true","false",1,"false","false","true","false","false","false",0.810000002384186,"false","false","false"
FALSE,22,2,26119,1233,"true","true","true","false","false","false",1,"false","false","true","false","false","false",0.349999994039536,"false","false","false"
FALSE,25,5,2246,73,"true","true","false","false","false","false",1,"true","false","false","false","false","false",0.879999995231628,"false","false","false"
FALSE,20,19,14198,389,"false","true","false","false","false","false",1,"false","false","false","true","false","false",0.879999995231628,"false","false","false"
FALSE,20,3,2081,41,"true","true","true","false","false","true",1,"true","false","false","false","false","false",0.879999995231628,"false","false","false"
FALSE,23,12,12888,403,"true","true","false","false","false","true",1,"false","false","true","false","false","false",0.730000019073486,"false","false","false"
FALSE,20,16,9922,430,"false","false","true","false","false","true",1,"false","false","true","false","false","false",0.9200000166893,"false","false","false"
FALSE,19,6,19610,1329,"false","true","false","false","false","false",2,"true","false","false","false","false","true",0.810000002384186,"false","false","false"
FALSE,25,16,1780,36,"true","true","true","false","false","true",1,"false","false","true","false","false","false",0.769999980926514,"false","false","false"
FALSE,23,2,351,13,"false","true","false","false","false","false",1,"true","false","false","false","false","false",0.850000023841858,"false","false","false"
FALSE,21,8,6046,157,"true","false","false","false","false","false",1,"false","false","true","false","false","false",0.730000019073486,"false","false","false"
FALSE,21,10,8885,186,"false","false","true","false","false","false",1,"false","false","true","false","false","false",1,"false","false","false"
FALSE,22,2,704,25,"false","true","false","false","false","false",1,"true","false","false","false","false","false",0.9200000166893,"false","false","false"
FALSE,20,18,7752,209,"true","true","false","false","false","true",1,"false","false","true","false","false","false",0.959999978542328,"false","false","false"
FALSE,23,5,10197,219,"true","true","true","false","false","true",1,"false","false","true","false","false","false",0.9200000166893,"false","false","false"
FALSE,20,5,2728,45,"false","false","true","false","false","false",1,"false","false","true","false","false","false",0.419999986886978,"false","false","false"
FALSE,23,3,2410,85,"true","false","false","false","false","false",1,"false","false","true","false","false","false",0,"false","false","false"
FALSE,24,5,6645,295,"false","true","false","false","false","false",1,"false","false","true","false","false","false",0.9200000166893,"false","false","false"
FALSE,21,4,5074,84,"false","true","true","false","false","false",2,"false","true","true","false","false","false",0.810000002384186,"false","false","false"
FALSE,22,5,1270,15,"true","true","true","false","false","false",1,"false","false","true","false","false","false",0.310000002384186,"false","false","false"
FALSE,23,1,9602,187,"false","false","false","false","false","false",1,"false","false","true","false","false","false",0.310000002384186,"false","false","false"
FALSE,26,5,1858,37,"true","true","true","false","false","false",1,"false","false","true","false","false","false",0.959999978542328,"false","false","false"
FALSE,20,11,5767,152,"false","true","true","false","false","true",1,"false","false","true","false","false","false",0.850000023841858,"false","false","false"
FALSE,19,11,2924,37,"false","true","false","false","false","false",1,"false","false","false","true","false","false",1,"false","false","false"
FALSE,20,3,6643,186,"true","true","false","false","false","false",1,"false","false","true","false","false","false",0.419999986886978,"false","false","false"
FALSE,23,1,2076,58,"true","false","false","false","false","false",1,"true","false","false","false","false","false",0.959999978542328,"false","false","false"
FALSE,22,5,6399,314,"true","true","false","false","false","true",2,"false","false","true","false","false","false",0.419999986886978,"false","false","false"
FALSE,21,4,6719,325,"false","true","false","false","false","false",1,"true","false","false","false","false","false",0.959999978542328,"false","false","false"
FALSE,19,10,2817,168,"true","true","false","false","false","true",1,"true","false","false","false","false","false",1,"false","false","false"
FALSE,25,5,9046,171,"true","true","true","false","false","false",1,"false","false","true","false","false","false",0.730000019073486,"false","false","false"
FALSE,19,6,4860,214,"true","true","true","false","false","false",1,"true","false","false","false","false","false",0.959999978542328,"false","false","false"
FALSE,19,5,9841,300,"false","false","false","false","false","false",1,"true","false","false","false","false","false",1,"false","false","false"
FALSE,23,9,4875,91,"true","true","true","false","false","true",1,"false","false","true","false","false","false",0.730000019073486,"false","false","false"
FALSE,22,3,999,57,"true","true","false","false","false","false",1,"true","false","false","false","false","false",0.9200000166893,"false","false","false"
FALSE,20,10,19708,825,"false","true","false","false","false","true",1,"false","false","true","false","false","false",0.600000023841858,"false","false","false"
FALSE,19,8,2302,132,"true","true","false","false","true","false",1,"true","false","false","false","false","false",0.730000019073486,"false","false","false"
FALSE,20,7,3869,79,"true","false","false","false","true","false",1,"false","false","true","false","false","false",1,"false","false","false"
FALSE,19,11,2865,55,"true","false","false","false","true","false",1,"false","false","true","false","false","false",0.649999976158142,"false","false","false"
FALSE,24,6,5917,136,"false","true","false","false","false","false",1,"false","false","true","false","false","false",0.310000002384186,"false","false","false"
FALSE,21,6,6931,126,"false","false","true","false","false","false",1,"false","false","true","false","false","false",0,"false","false","false"
FALSE,21,3,11919,260,"true","true","true","false","false","true",1,"false","false","true","false","false","false",0.850000023841858,"false","false","false"
FALSE,20,7,516,10,"false","true","false","false","false","true",1,"false","false","true","false","false","false",1,"false","false","false"
FALSE,23,4,9997,201,"true","true","false","false","false","false",1,"false","false","false","true","false","false",1,"false","false","false"
FALSE,23,2,194,6,"false","false","false","false","false","false",1,"false","false","false","true","false","false",0.379999995231628,"false","false","false"
FALSE,19,3,7029,171,"false","false","false","false","false","false",1,"false","false","true","false","false","false",0.959999978542328,"false","false","false"
FALSE,23,0,18,1,"true","true","true","false","false","false",1,"false","false","true","false","false","false",0.419999986886978,"false","false","false"
FALSE,20,15,7113,111,"true","true","true","false","false","true",1,"false","false","true","false","false","false",0.879999995231628,"false","false","false"
FALSE,20,8,2369,46,"true","false","true","false","false","false",1,"false","false","true","false","false","false",0.879999995231628,"false","false","false"
FALSE,20,4,1852,65,"true","false","false","false","false","false",1,"true","false","false","false","false","false",0,"false","false","false"
FALSE,19,14,1022,17,"true","true","false","false","false","true",1,"true","false","false","false","false","false",0.850000023841858,"false","false","false"
FALSE,21,11,5442,278,"true","false","true","false","false","false",2,"false","false","true","true","false","false",0.689999997615814,"false","false","false"
FALSE,21,30,51809,4114,"true","true","true","false","true","true",2,"true","false","false","false","false","true",1,"false","false","false"
FALSE,20,10,3277,20,"true","false","false","false","false","false",1,"false","false","true","false","false","false",0.730000019073486,"false","false","false"
FALSE,23,6,16729,414,"true","false","false","false","false","false",1,"false","false","true","false","false","false",0,"false","false","false"
FALSE,22,4,19444,421,"true","true","true","false","false","true",1,"false","false","true","false","false","false",0.879999995231628,"false","false","false"
FALSE,25,20,35086,680,"false","true","true","false","false","true",1,"false","false","true","false","false","false",0.850000023841858,"false","false","false"
FALSE,19,6,3596,49,"true","true","false","false","false","false",1,"false","false","true","false","false","false",0.5799999833107,"false","false","false"
FALSE,21,4,1503,23,"true","true","true","false","false","true",1,"false","false","true","false","false","false",1,"false","false","false"
FALSE,20,12,2900,32,"true","true","true","false","false","true",1,"false","false","true","false","false","false",0.769999980926514,"false","false","true"
FALSE,21,2,8060,285,"false","true","true","false","false","false",1,"false","false","true","false","false","false",0.689999997615814,"false","false","false"
FALSE,19,2,96,1,"true","true","true","false","false","false",1,"true","false","false","false","false","false",0.689999997615814,"false","false","false"
FALSE,20,4,6515,173,"true","true","true","false","true","false",3,"false","true","true","false","false","false",0.310000002384186,"false","false","false"
FALSE,23,1,1326,57,"true","true","true","false","false","false",1,"true","false","false","false","false","false",0,"false","false","false"
FALSE,24,5,3840,79,"false","true","false","false","false","false",1,"true","false","false","false","false","false",0.959999978542328,"false","false","false"
FALSE,24,4,4323,41,"false","true","true","false","false","false",1,"false","false","true","false","false","false",0.189999997615814,"false","false","false"
FALSE,19,3,1499,51,"false","true","false","false","false","false",1,"false","false","true","false","false","false",0.5799999833107,"false","false","false"
FALSE,20,6,6123,110,"true","true","false","false","false","true",1,"false","false","true","false","false","false",0.959999978542328,"false","false","false"
FALSE,23,5,1490,38,"false","false","false","false","false","false",1,"true","false","false","false","false","false",1,"false","false","false"
FALSE,22,9,4356,220,"true","true","true","false","false","true",1,"true","false","false","false","false","false",1,"false","true","false"
FALSE,19,4,1131,6,"true","false","false","false","false","true",1,"true","false","false","false","false","false",0.879999995231628,"false","false","false"
FALSE,20,3,11758,474,"false","true","false","false","false","false",1,"true","false","false","false","false","false",0.769999980926514,"false","false","false"
FALSE,21,6,5621,153,"true","true","false","false","false","true",1,"false","false","true","false","false","false",0.850000023841858,"false","false","false"
FALSE,22,9,7103,854,"false","true","false","false","true","true",1,"false","false","true","false","false","false",0.9200000166893,"false","false","false"
FALSE,19,1,387,3,"true","true","false","false","false","false",1,"true","false","false","false","false","false",0,"false","false","false"
FALSE,20,1,9334,304,"true","false","false","false","false","false",2,"true","false","true","false","false","false",0.270000010728836,"false","false","false"
FALSE,22,3,8308,136,"false","true","false","false","false","false",1,"false","false","true","false","false","false",0,"false","false","false"
FALSE,19,6,12937,317,"false","true","false","false","true","false",1,"false","false","true","false","false","false",0.810000002384186,"false","false","false"
FALSE,20,13,12690,798,"true","true","true","false","false","true",1,"true","false","false","false","false","false",0.810000002384186,"false","false","false"
FALSE,23,4,9818,529,"false","true","false","false","false","true",1,"true","false","false","false","false","false",0.769999980926514,"false","false","false"
FALSE,22,5,55,4,"true","true","false","false","false","true",1,"true","false","false","false","false","false",0.5799999833107,"false","false","false"
FALSE,19,2,3604,70,"true","true","false","false","false","false",1,"false","false","true","false","false","false",0.649999976158142,"false","false","false"
FALSE,22,2,4688,188,"true","true","true","false","false","false",1,"true","false","false","false","false","false",0,"false","false","false"
FALSE,20,4,4861,98,"false","true","false","false","false","true",1,"false","false","true","false","false","false",0,"false","false","false"
FALSE,19,15,1745,46,"false","false","false","false","false","true",1,"true","false","false","false","false","false",0.620000004768372,"false","false","false"
FALSE,25,10,10710,811,"true","true","true","false","false","false",1,"true","false","false","false","false","false",0.9200000166893,"false","false","false"
FALSE,19,1,10131,371,"false","false","false","false","false","false",1,"false","false","true","false","false","false",0.769999980926514,"false","false","false"
FALSE,22,5,3544,177,"false","false","false","false","false","false",1,"false","false","true","false","false","false",0.9200000166893,"false","false","false"
FALSE,22,14,9632,241,"false","true","true","false","false","false",1,"false","false","true","false","false","false",0.620000004768372,"false","false","false"
FALSE,23,6,1992,39,"true","true","true","false","false","true",1,"false","false","true","false","false","false",0.959999978542328,"false","false","false"
FALSE,21,5,3458,103,"false","true","false","false","false","false",1,"true","false","false","false","false","false",0,"false","false","false"
FALSE,25,5,4304,82,"true","true","true","false","false","true",1,"true","false","false","false","false","false",0.810000002384186,"false","false","false"
FALSE,22,12,11007,387,"false","true","false","false","false","false",1,"false","false","true","false","false","false",0.9200000166893,"false","false","false"
FALSE,19,4,20140,1135,"false","true","false","false","false","false",1,"false","false","true","false","false","false",0.150000005960464,"false","false","false"
FALSE,24,4,535,9,"true","true","true","false","false","true",1,"true","false","false","false","false","false",0.230000004172325,"false","false","false"
FALSE,19,6,3232,218,"true","true","false","false","false","true",2,"true","false","false","true","false","false",0.9200000166893,"false","false","false"
FALSE,20,4,4079,62,"true","true","true","false","false","false",1,"false","false","true","false","false","false",0.879999995231628,"false","false","false"
FALSE,23,4,2587,42,"true","true","true","false","false","false",5,"true","true","true","false","true","true",0.879999995231628,"false","false","false"
FALSE,20,3,14905,763,"false","true","false","false","false","false",1,"true","false","false","false","false","false",0.230000004172325,"false","false","false"
FALSE,20,0,1269,56,"true","false","false","false","false","false",1,"true","false","false","false","false","false",0.899999976158142,"false","false","false"
FALSE,22,17,12607,480,"true","true","true","false","false","false",2,"false","false","true","false","false","false",0.9200000166893,"false","false","false"
FALSE,19,2,7606,160,"true","false","false","false","false","false",1,"true","false","false","false","false","false",0,"false","false","false"
FALSE,19,7,3020,255,"true","true","true","false","false","true",1,"false","false","true","false","false","false",0.9200000166893,"false","false","false"
FALSE,21,4,1590,23,"true","false","true","false","false","false",2,"false","false","true","true","false","false",0.730000019073486,"false","false","false"
FALSE,24,6,16013,782,"true","true","true","false","false","false",1,"false","false","true","false","false","false",0.850000023841858,"false","false","false"
FALSE,23,3,12249,327,"true","false","false","false","false","false",1,"false","false","true","false","false","false",0.5799999833107,"false","false","false"
FALSE,20,4,2237,139,"false","true","false","false","false","false",1,"true","false","false","false","false","false",0,"false","false","false"
FALSE,23,2,5206,102,"false","true","false","false","false","false",1,"false","false","true","false","false","false",0.5799999833107,"false","false","false"
FALSE,26,2,9818,278,"true","false","false","false","false","false",1,"false","false","true","false","false","false",0,"false","false","false"
FALSE,21,0,6367,328,"true","false","false","false","false","false",1,"true","false","false","false","false","false",0,"false","false","false"
FALSE,23,5,8805,146,"true","true","true","false","false","true",1,"false","false","true","false","false","false",0.310000002384186,"false","false","false"
FALSE,24,1,9702,276,"false","false","true","false","false","false",1,"false","false","true","false","false","false",0.600000023841858,"false","false","false"
FALSE,25,15,14245,1109,"true","false","false","false","false","false",1,"false","false","true","false","false","false",0.310000002384186,"false","false","false"
FALSE,19,4,5510,178,"true","false","false","false","false","false",1,"false","false","true","false","false","false",0.5799999833107,"false","false","false"
FALSE,22,12,4567,261,"true","true","true","false","false","false",1,"true","false","false","false","false","false",0.730000019073486,"false","false","false"
FALSE,20,7,1704,27,"true","false","false","false","false","false",1,"false","false","true","false","false","false",0.959999978542328,"false","false","false"
FALSE,24,3,3187,23,"true","false","false","false","false","false",1,"false","false","true","false","false","false",0.730000019073486,"false","false","false"
FALSE,19,5,8842,555,"true","true","false","false","false","false",3,"false","true","true","false","false","false",0.349999994039536,"false","false","false"
FALSE,19,3,6336,155,"true","true","false","false","false","true",1,"false","false","true","false","false","false",0.810000002384186,"false","false","false"
FALSE,21,5,1295,29,"true","true","false","false","false","false",1,"false","false","true","false","false","false",0.850000023841858,"false","false","false"
FALSE,23,15,6636,387,"true","true","false","false","false","false",1,"true","false","false","false","false","false",0.769999980926514,"false","false","false"
FALSE,21,26,4989,99,"false","true","true","false","false","true",1,"false","false","false","true","false","false",0.9200000166893,"false","false","false"
FALSE,21,3,3264,175,"false","true","false","false","false","true",3,"true","true","true","false","false","false",0.689999997615814,"false","false","false"
FALSE,23,9,3258,61,"false","false","true","false","true","true",1,"false","false","true","false","false","false",0.850000023841858,"false","false","false"
FALSE,21,10,9629,214,"true","true","true","false","false","true",1,"false","false","true","false","false","false",0.620000004768372,"false","false","false"
FALSE,22,10,9868,771,"false","true","false","false","false","true",1,"true","false","false","false","false","false",0.850000023841858,"false","false","false"
FALSE,25,7,9852,501,"true","true","true","false","false","false",5,"true","true","false","true","true","false",0.540000021457672,"false","false","false"
FALSE,19,6,21042,695,"false","true","true","false","false","false",1,"false","false","true","false","false","false",0.879999995231628,"false","false","false"
FALSE,22,4,9708,165,"true","true","true","false","false","false",1,"false","false","true","false","false","false",0.620000004768372,"false","false","false"
FALSE,23,4,1186,48,"true","true","true","false","false","true",1,"false","false","true","false","false","false",0.810000002384186,"false","false","false"
FALSE,24,12,3095,42,"true","true","true","false","false","true",1,"false","false","true","false","false","false",0.699999988079071,"false","false","false"
FALSE,20,4,7355,257,"true","true","true","false","false","true",1,"true","false","false","false","false","false",0.5,"false","false","false"
FALSE,24,7,346,9,"true","true","false","false","false","false",1,"true","false","false","false","false","false",0.810000002384186,"false","false","false"
FALSE,22,30,6595,155,"false","false","true","false","false","true",1,"false","false","true","false","false","false",0.810000002384186,"false","false","false"
FALSE,19,4,6986,223,"false","true","false","false","false","false",1,"false","false","true","false","false","false",0.310000002384186,"false","false","false"
FALSE,19,5,4366,106,"false","false","false","false","false","true",1,"false","true","false","false","false","false",0.9200000166893,"false","false","true"
FALSE,24,7,8467,170,"false","true","false","false","false","false",1,"false","false","true","false","false","false",0.810000002384186,"false","false","false"
FALSE,21,5,4249,79,"true","true","true","false","false","true",1,"false","false","true","false","false","false",0.850000023841858,"false","false","false"
FALSE,19,5,4669,190,"false","false","true","false","false","false",1,"false","false","false","false","false","true",0.959999978542328,"false","false","false"
FALSE,24,29,18206,466,"true","false","false","false","false","true",2,"false","true","false","false","true","false",0.769999980926514,"false","false","false"
FALSE,21,11,1342,22,"false","false","true","false","false","false",1,"false","false","true","false","false","false",1,"false","false","false"
FALSE,21,16,17517,1169,"true","false","false","false","false","false",1,"true","false","false","false","false","false",1,"false","false","false"
FALSE,21,2,1503,51,"false","true","false","false","false","false",1,"true","false","false","false","false","false",0.5,"false","false","false"
FALSE,23,4,385,2,"false","false","false","false","false","false",1,"false","false","false","true","false","false",0.5,"false","false","false"
FALSE,22,1,8819,186,"true","false","false","false","false","false",1,"false","false","true","false","false","false",0,"false","false","false"
FALSE,19,1,22,1,"true","true","false","false","true","false",2,"true","false","false","false","false","false",0.379999995231628,"false","false","false"
FALSE,21,8,6036,130,"true","true","false","false","false","true",1,"false","false","true","false","false","false",0.769999980926514,"false","false","false"
FALSE,20,1,1193,58,"false","false","true","false","false","false",1,"true","false","false","false","false","false",0,"false","false","false"
FALSE,25,9,2555,85,"true","false","false","false","false","false",1,"false","false","true","false","false","false",0.959999978542328,"false","false","false"
FALSE,25,5,11454,580,"false","false","true","false","false","true",1,"false","false","true","false","false","false",0.649999976158142,"false","false","false"
FALSE,24,5,4359,290,"false","true","false","false","false","false",1,"true","false","false","false","false","false",0.540000021457672,"false","false","false"
FALSE,24,7,9626,259,"true","true","true","false","false","true",1,"false","false","true","false","false","false",0.850000023841858,"false","false","false"
FALSE,24,5,148,0,"false","false","false","false","false","true",1,"false","false","true","false","false","false",0.5799999833107,"false","false","true"
FALSE,22,13,4613,79,"false","false","true","false","false","false",1,"false","false","true","false","false","false",0.959999978542328,"false","false","false"
FALSE,22,7,23750,813,"true","false","false","false","false","false",1,"false","false","true","false","false","false",0.5,"false","false","false"
FALSE,21,3,12421,264,"true","true","true","false","false","true",1,"true","false","false","false","false","false",0.959999978542328,"false","false","false"
FALSE,24,0,31,0,"true","true","true","false","false","false",1,"false","false","true","false","false","false",0.419999986886978,"false","false","false"
FALSE,25,2,2090,19,"true","true","true","false","false","true",1,"false","false","false","true","false","false",0.5,"false","false","false"
FALSE,19,27,8337,94,"false","true","false","false","false","true",1,"false","false","true","false","false","false",1,"false","false","false"
FALSE,24,5,5005,84,"true","true","false","false","false","false",1,"true","false","false","false","false","false",1,"false","false","false"
FALSE,19,1,354,0,"false","true","false","false","false","false",1,"true","false","false","false","false","false",0.540000021457672,"false","false","false"
FALSE,24,9,2103,219,"false","true","false","false","false","false",1,"true","false","false","false","false","false",0.959999978542328,"false","false","false"
FALSE,20,9,821,27,"true","true","false","false","false","true",1,"false","false","false","true","false","false",0.689999997615814,"false","false","true"
FALSE,19,2,12946,300,"true","true","true","false","false","true",1,"false","false","true","false","false","false",0.150000005960464,"false","false","false"
FALSE,19,11,5000,101,"true","false","false","false","false","false",1,"true","false","false","false","false","false",0.850000023841858,"false","false","false"
FALSE,26,11,2297,67,"false","true","true","false","false","false",1,"false","false","true","false","false","false",0.850000023841858,"false","false","false"
FALSE,22,4,8098,168,"true","false","false","false","false","true",1,"false","false","true","false","false","false",0.810000002384186,"false","false","false"
FALSE,19,9,12788,608,"false","true","false","false","false","true",1,"false","false","true","false","false","false",0.379999995231628,"false","false","false"
FALSE,19,16,1900,98,"true","true","false","false","true","false",2,"true","false","false","false","true","false",0.810000002384186,"false","false","false"
FALSE,21,5,1261,22,"true","true","true","false","false","false",1,"false","false","false","true","false","false",0.9200000166893,"false","false","false"
FALSE,20,18,9958,290,"true","true","true","false","false","false",1,"false","false","true","false","false","false",0.649999976158142,"false","false","false"
FALSE,19,9,7162,99,"true","false","false","false","true","false",1,"false","false","true","false","false","false",0.689999997615814,"false","false","false"
FALSE,19,3,777,9,"true","true","true","false","false","false",1,"false","true","false","false","false","false",0.879999995231628,"false","false","false"
FALSE,25,9,8914,283,"true","true","true","false","false","false",1,"false","false","true","false","false","false",0.879999995231628,"false","false","false"
FALSE,21,9,4897,101,"false","false","true","false","false","true",1,"false","false","true","false","false","false",0.9200000166893,"false","false","false"
FALSE,24,6,8354,399,"true","false","false","false","false","false",3,"false","true","true","false","false","false",0.800000011920929,"false","false","false"
FALSE,19,6,2563,101,"false","true","false","false","false","false",1,"true","false","false","false","false","false",0.310000002384186,"false","false","false"
FALSE,21,10,1621,9,"false","true","false","false","false","true",1,"false","false","true","false","false","false",0.810000002384186,"false","false","false"
